SBS-Example1	DPD-Example1
satthā ca me lokam'imaṃ adhiṭṭhahi,<br/>aniccato <b>addhuvato</b> asārato,<br/>pakkhanda maṃ citta jinassa sāsane,<br/>tārehi oghā mahatā suduttarā.	satthā ca me lokam'imaṃ adhiṭṭhahi,<br/>aniccato <b>addhuvato</b> asārato,<br/>pakkhanda maṃ citta jinassa sāsane,<br/>tārehi oghā mahatā suduttarā.
dasa'y'imāni, bhikkhave, kasiṇ'āyatanāni. katamāni dasa? pathavīkasiṇam'eko sañjānāti uddhaṃ adho tiriyaṃ <b>advayaṃ</b> appamāṇaṃ.	dasa'y'imāni, bhikkhave, kasiṇ'āyatanāni. katamāni dasa? pathavīkasiṇam'eko sañjānāti uddhaṃ adho tiriyaṃ <b>advayaṃ</b> appamāṇaṃ.
na bhaje pāpake mitte, na bhaje purisa-<b>adhame</b>,<br/>bhajetha mitte kalyāṇe, bhajetha puris'uttame.	na bhaje pāpake mitte,<br/>na bhaje purisa-<b>adhame</b>,<br/>bhajetha mitte kalyāṇe,<br/>bhajetha puris'uttame.
samphappalāpī hoti akālavādī abhūtavādī anatthavādī <b>adhammavādī</b> avinayavādī, anidhānavatiṃ vācaṃ bhāsitā hoti akālena anapadesaṃ apariyantavatiṃ anatthasaṃhitaṃ.	evarūpo c'āyaṃ, bhikkhave, puggalo vuccati akālavādī'ti'pi, abhūtavādī'ti'pi, anatthavādī'ti'pi, <b>adhammavādī</b>'ti'pi, avinayavādī'ti'pi.
na attahetu na parassa hetu, na puttam'icche na dhanaṃ na raṭṭhaṃ,<br/>na iccheyya <b>adhammena</b> samiddhim'attano, sa sīlavā paññavā dhammiko siyā.	na attahetu na parassa hetu,<br/>na puttam'icche na dhanaṃ na raṭṭhaṃ,<br/>na iccheyya <b>adhammena</b> samiddhim'attano,<br/>sa sīlavā paññavā dhammiko siyā.
ime kho pan'āyasmanto, satta <b>adhikaraṇasamathā</b> dhammā uddesaṃ āgacchanti.	ime kho pan'āyasmanto satta <b>adhikaraṇasamathā</b> dhammā uddesaṃ āgacchanti.
so tesaṃ bhogānaṃ ārakkh'<b>ādhikaraṇaṃ</b> dukkhaṃ domanassaṃ paṭisaṃvedeti, kin'ti me bhoge n'eva rājāno hareyyuṃ, na corā hareyyuṃ, na aggi daheyya, na udakaṃ vaheyya, na appiyā dāy'ādā hareyyun'ti	so tesaṃ bhogānaṃ ārakkhā-<b>adhikaraṇaṃ</b> dukkhaṃ domanassaṃ paṭisaṃvedeti, kin'ti me bhoge n'eva rājāno hareyyuṃ, na corā hareyyuṃ, na aggi daheyya, na udakaṃ vaheyya, na appiyā dāy'ādā hareyyun'ti
tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā, amūlakañ'c'eva taṃ <b>adhikaraṇaṃ</b> hoti bhikkhu ca dosaṃ patiṭṭhāti, saṅghādiseso	tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā amūlakañ'c'eva taṃ <b>adhikaraṇaṃ</b> hoti, bhikkhu ca dosaṃ patiṭṭhāti, saṅghādiseso.
paṇḍito, bhikkhave, pukkusāti kulaputto paccapādi dhammass'ānudhammaṃ, na ca maṃ dhamma-<b>adhikaraṇaṃ</b> vihesesi.	paṇḍito, bhikkhave, pukkusāti kulaputto paccapādi dhammass'ānudhammaṃ, na ca maṃ dhamma-<b>adhikaraṇaṃ </b>vihesesi.
asisūn'ūpamā kāmā <b>adhikuṭṭan'</b>aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti	asisūn'ūpamā kāmā adhikuṭṭan'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
appamattako so, bhikkhave, kaṭaggaho yaṃ so akkhadhutto paṭhamen'eva kaṭaggahena mahantaṃ bhogakkhandhaṃ <b>adhigaccheyya</b>. 	sārañ'ca sārato ñatvā,<br/>asārañ'ca asārato,<br/>te sāraṃ <b>adhigacchanti</b>,<br/>sammāsaṅkappagocarā.
so tassa pattavaṭṭiṃ vinibbhujanto pheggum'pi n'<b>ādhigaccheyya</b>, kuto sāraṃ!	evaṃ vutte āyasmā ānando bhagavantaṃ etad'avoca, seyyathā'pi, bhante, puriso jighacchādubbalyapareto madhupiṇḍikaṃ <b>adhigaccheyya</b>, so yato yato sāyeyya, labheth'eva sādurasaṃ asecanakaṃ
sa kho so ariyasāvako evaṃ averacitto evaṃ abyāpajjhacitto evaṃ asaṃkiliṭṭhacitto evaṃ visuddhacitto. tassa diṭṭh'eva dhamme cattāro assāsā <b>adhigatā</b> honti.	atthi nu kho me uttari manussadhammo alam'ariyañāṇadassanaviseso <b>adhigato</b>, yen'āhaṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti pabbajitena abhiṇhaṃ paccavekkhitabbaṃ
appamādaṃ pasaṃsanti, puññakiriyāsu paṇḍitā.<br/>appamatto ubho atthe, <b>adhiggaṇhāti</b> paṇḍito.	appamādaṃ pasaṃsanti,<br/>puññakiriyāsu paṇḍitā,<br/>appamatto ubho atthe,<br/><b>adhiggaṇhāti</b> paṇḍito.
<b>adhiciṇṇaṃ</b> te viparāvattaṃ. āropito te vādo, cara vādappamokkhāya. niggahito'si, nibbeṭhehi vā sace pahosī'ti.	micchāpaṭipanno tvam'asi, aham'asmi sammāpaṭipanno. sahitaṃ me, asahitaṃ te. purevacanīyaṃ pacchā avaca, pacchāvacanīyaṃ pure avaca. <b>adhiciṇṇaṃ</b> te viparāvattaṃ. āropito te vādo, cara vādappamokkhāya. niggahito'si, nibbeṭhehi vā sace pahosī'ti.
anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ'ca sayan'āsanaṃ, <br/><b>adhicitte</b> ca āyogo, etaṃ buddhāna sāsanaṃ.	anūpavādo anūpaghāto,<br/>pātimokkhe ca saṃvaro,<br/>mattaññutā ca bhattasmiṃ,<br/>pantañ'ca sayan'āsanaṃ,<br/><b>adhicitte</b> ca āyogo,<br/>etaṃ buddhāna sāsanaṃ.
evam'evaṃ kho, bhikkhave, santi <b>adhicittam'anuyuttassa</b> bhikkhuno oḷārikā upakkilesā kāyaduccaritaṃ vacīduccaritaṃ manoduccaritaṃ	evam'evaṃ kho, bhikkhave, santi <b>adhicittam'anuyuttassa</b> bhikkhuno oḷārikā upakkilesā kāyaduccaritaṃ vacīduccaritaṃ manoduccaritaṃ
tisso imā, bhikkhave, sikkhā yatth'etaṃ sabbaṃ samodhānaṃ gacchati. katamā tisso? adhisīlasikkhā, <b>adhicittasikkhā</b>, adhipaññāsikkhā.	tisso imā, bhikkhave, sikkhā. katamā tisso? adhisīlasikkhā, <b>adhicittasikkhā</b>, adhipaññāsikkhā.
idha, bhaddāli, ekacco bhikkhu <b>adhicc'</b>āpattiko hoti anāpattibahulo.	<b>adhiccam</b>'idaṃ, bhante, yaṃ so kāṇo kacchapo vassasatassa vassasatassa accayena sakiṃ sakiṃ ummujjanto amusmiṃ ekacchiggaḷe yuge gīvaṃ paveseyyā'ti.
idha, bhaddāli, ekacco bhikkhu <b>adhicc'āpattiko</b> hoti anāpattibahulo.	idha, bhaddāli, ekacco bhikkhu adhicc'āpattiko hoti anāpattibahulo.
tasmā't'iha tvaṃ, soṇa, vīriyasamathaṃ <b>adhiṭṭhahaṃ</b>, indriyānañ'ca samataṃ paṭivijjha, tattha ca nimittaṃ gaṇhāhī'ti. evaṃ, bhante'ti	tasmā't'iha tvaṃ, soṇa, vīriyasamathaṃ <b>adhiṭṭhahaṃ</b>, indriyānañ'ca samataṃ paṭivijjha, tattha ca nimittaṃ gaṇhāhī'ti. evaṃ, bhante'ti kho āyasmā soṇo bhagavato paccassosi.
satthā ca me lokam'imaṃ <b>adhiṭṭhahi</b>,<br/>aniccato addhuvato asārato,<br/>pakkhanda maṃ citta jinassa sāsane,<br/>tārehi oghā mahatā suduttarā.	satthā ca me lokam'imaṃ <b>adhiṭṭhahi</b>,<br/>aniccato addhuvato asārato,<br/>pakkhanda maṃ citta jinassa sāsane,<br/>tārehi oghā mahatā suduttarā.
appaharite ṭhitena, <b>adhiṭṭhātabbaṃ</b>. tato ce uttariṃ appaharite'pi ṭhito adhiṭṭhaheyya, pācittiyaṃ.	mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ appaharite ṭhitena <b>adhiṭṭhātabbaṃ</b>
so rūpaṃ upeti upādiyati <b>adhiṭṭhāti</b> attā me'ti.	upay'upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ upay'upādānaṃ cetaso adhiṭṭhānaṃ abhinives'ānusayaṃ na upeti na upādiyati na-<b>adhiṭṭhāti</b>, attā me'ti.
aṭṭhamaṃ <b>adhiṭṭhānapārami</b>, navamaṃ mettāpārami, dasamaṃ upekkhāpāramī'ti	aṭṭhamaṃ adhiṭṭhānapārami, navamaṃ mettā-pārami, dasamaṃ upekkhā-pāramī'ti
chadhāturo ayaṃ, bhikkhu, puriso chaphass'āyatano aṭṭhārasamano'pavicāro caturo-<b>adhiṭṭhāno</b>	chadhāturo ayaṃ, bhikkhu, puriso chaphass'āyatano aṭṭhārasamano'pavicāro caturo-<b>adhiṭṭhāno</b>, yattha ṭhitaṃ maññ'assavā nappavattanti, maññ'assave kho pana nappavattamāne muni santo'ti vuccati.
upay'upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ upay'upādānaṃ cetaso <b>adhiṭṭhānaṃ</b> abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti.	upay'upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ upay'upādānaṃ cetaso <b>adhiṭṭhānaṃ</b> abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti.
aṭṭhamaṃ <b>adhiṭṭhāna</b>pārami, navamaṃ mettāpārami, dasamaṃ upekkhāpāramī'ti	aṭṭhamaṃ adhiṭṭhāna-pārami, navamaṃ mettā-pārami, dasamaṃ upekkhā-pāramī'ti
bhikkhu ye loke upādānā cetaso <b>adhiṭṭhān'ābhinives'ānusayā</b>, te pajahanto viharati anupādiyanto. ayaṃ vuccat'ānanda, sabbaloke anabhiratasaññā.	viññāṇaṃ kho ahaṃ, āvuso, abalaṃ virāgunaṃ anassāsikan'ti viditvā ye viññāṇe upāy'ūpādānā cetaso <b>adhiṭṭhān'ābhinives'ānusayā</b> tesaṃ khayā virāgā nirodhā cāgā paṭinissaggā vimuttaṃ me cittan'ti pajānāmi.
paṇḍito'ti samaññāto, ekacariyaṃ <b>adhiṭṭhito</b>,<br/>athā'pi methune yutto, mando'va parikissati.	paṇḍito'ti samaññāto,<br/>ekacariyaṃ <b>adhiṭṭhito</b>,<br/>athā'pi methune yutto,<br/>mando'va parikissati.
passanti devā ca tathāgatā ca, lokasmiṃ bālaṃ visamaṃ carantaṃ,<br/>tasmā hi att'ādhipateyyako ca, loka-<b>adhipo</b> ca nipako ca jhāyī,<br/>dhamm'ādhipo ca anudhammacārī, na hīyati saccaparakkamo muni.	passanti devā ca tathāgatā ca,<br/>lokasmiṃ bālaṃ visamaṃ carantaṃ,<br/>tasmā hi att'ādhipateyyako ca,<br/>loka-<b>adhipo </b>ca nipako ca jhāyī,<br/>dhamm'ādhipo ca anudhammacārī,<br/>na hīyati saccaparakkamo muni.
tisso imā, bhikkhave, sikkhā yatth'etaṃ sabbaṃ samodhānaṃ gacchati. katamā tisso? adhisīlasikkhā, adhicittasikkhā, <b>adhipaññā</b>sikkhā.	na tādiso chando hoti adhicittasikkhāsamādāne seyyathā'pi aññesaṃ bhikkhūnaṃ, na tādiso chando hoti <b>adhipaññā</b>sikkhāsamādāne seyyathā'pi aññesaṃ bhikkhūnaṃ.
tisso imā, bhikkhave, sikkhā yatth'etaṃ sabbaṃ samodhānaṃ gacchati. katamā tisso? adhisīlasikkhā, adhicittasikkhā, <b>adhipaññāsikkhā</b>.	tisso imā, bhikkhave, sikkhā. katamā tisso? adhisīlasikkhā, adhicittasikkhā, <b>adhipaññāsikkhā</b>.
atha kho acirapakkantassa bhagavato bāhiyaṃ dārucīriyaṃ gāvī taruṇavacchā <b>adhipatitvā</b> jīvitā voropesi.	atha kho bhagavā bāhiyaṃ dārucīriyaṃ iminā saṃkhittena ovādena ovaditvā pakkāmi. atha kho acirapakkantassa bhagavato bāhiyaṃ dārucīriyaṃ gāvī taruṇavacchā <b>adhipatitvā</b> jīvitā voropesi.
so attānaṃ'y'eva <b>adhipatiṃ</b> karitvā akusalaṃ pajahati, kusalaṃ bhāveti, sāvajjaṃ pajahati, anavajjaṃ bhāveti, suddhaṃ attānaṃ pariharati. idaṃ vuccati, bhikkhave, att'ādhipateyyaṃ.	so attānaṃ'y'eva <b>adhipatiṃ</b> karitvā akusalaṃ pajahati, kusalaṃ bhāveti, sāvajjaṃ pajahati, anavajjaṃ bhāveti, suddhaṃ attānaṃ pariharati. idaṃ vuccati, bhikkhave, att'ādhipateyyaṃ.
na santi puttā tāṇāya, na pitā n'āpi bandhavā,<br/>antaken'<b>ādhipannassa</b>, n'atthi ñātīsu tāṇatā.	antakena-<b>adhipannassa</b>,<br/>jahato mānusaṃ bhavaṃ,<br/>kiñ'hi tassa sakaṃ hoti,<br/>kiñ'ca ādāya gacchati,<br/>kiñ'cassa anugaṃ hoti,<br/>chāyā'va anapāyinī.
appamattako so kaliggaho yaṃ so akkhadhutto paṭhamen'eva kaliggahena puttam'pi jīyetha, dāram'pi jīyetha, sabbaṃ sāpateyyam'pi jīyetha, uttari'pi <b>adhibandhaṃ</b> nigaccheyya.	appamattako so kaliggaho yaṃ so akkhadhutto paṭhamen'eva kaliggahena puttam'pi jīyetha, dāram'pi jīyetha, sabbaṃ sāpateyyam'pi jīyetha, uttari'pi adhibandhaṃ nigaccheyya.
ajānam'evaṃ, āvuso, avacaṃ jānāmi', apassaṃ passāmi'. tucchaṃ musā vilapin'ti, aññatra <b>adhimānā</b>, ayam'pi pārājiko hoti asaṃvāso.	ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin'ti, aññatra <b>adhimānā</b>, ayam'pi pārājiko hoti asaṃvāso.
idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe <b>adhimuccati</b>, appiyarūpe rūpe byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso.	idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe <b>adhimuccati</b>, appiyarūpe rūpe byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso.
viññāṇaṃ aniccan'ti passati. tassa dhāt'ārammaṇam'eva cittaṃ pakkhandati pasīdati santiṭṭhati <b>adhimuccati</b>.	so phasso anicco'ti passati, vedanā aniccā'ti passati, saññā aniccā'ti passati, saṅkhārā aniccā'ti passati, viññāṇaṃ aniccan'ti passati. tassa dhāt'ārammaṇam'eva cittaṃ pakkhandati pasīdati santiṭṭhati <b>adhimuccati</b>.
cittaṃ adhiṭṭhahanto sikkheyya, saddhāya <b>adhimuccanto</b> sikkheyya, vīriyaṃ paggaṇhanto sikkheyya, satiṃ upaṭṭhapento sikkheyya	cittaṃ adhiṭṭhahanto sikkheyya, saddhāya adhimuccanto sikkheyya, vīriyaṃ paggaṇhanto sikkheyya, satiṃ upaṭṭhapento sikkheyya
subhan'tv'eva <b>adhimutto</b> hoti, ayaṃ tatiyā disā	ṭhānaṃ kho pan'etaṃ, sunakkhatta, vijjati yaṃ idh'ekacco purisapuggalo ākiñcaññ'āyatana-<b>adhimutto</b> assa.
yo so, bhante, bhikkhu arahaṃ khīṇ'āsavo vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṃyojano samma'd'aññāvimutto, so cha ṭhānāni <b>adhimutto</b> hoti	yo so, bhante, bhikkhu arahaṃ khīṇ'āsavo vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṃyojano samma'd'aññāvimutto, so cha ṭhānāni <b>adhimutto</b> hoti
tān'assu kukkuṭiyā sammā <b>adhisayitāni</b> sammā pariseditāni sammā paribhāvitāni	tān'assu kukkuṭiyā sammā <b>adhisayitāni</b> sammā pariseditāni sammā paribhāvitāni
tisso imā, bhikkhave, sikkhā yatth'etaṃ sabbaṃ samodhānaṃ gacchati. katamā tisso? <b>adhisīla</b>sikkhā, adhicittasikkhā, adhipaññāsikkhā.	<b>adhisīlaṃ</b> adhicittaṃ,<br/>adhipaññañ'ca vīriyavā,<br/>thāmavā dhitimā jhāyī,<br/>sato guttindriyo care.
tisso imā, bhikkhave, sikkhā yatth'etaṃ sabbaṃ samodhānaṃ gacchati. katamā tisso? <b>adhisīlasikkhā</b>, adhicittasikkhā, adhipaññāsikkhā.	tisso imā, bhikkhave, sikkhā. katamā tisso? <b>adhisīlasikkhā</b>, adhicittasikkhā, adhipaññāsikkhā.
orimaṃ tīran'ti kho chann'etaṃ ajjhattikānaṃ āyatanānaṃ a<b>dhivacanaṃ.</b> pārimaṃ tīran'ti kho channetaṃ bāhirānaṃ āyatanānaṃ adhivacanaṃ.	upamā kho my'āyaṃ, bhikkhave, katā atthassa viññāpanāya. ayaṃ c'ev'ettha attho, samatittiko telapatto'ti kho, bhikkhave, kāyagatāya etaṃ satiyā <b>adhivacanaṃ</b>.
tayo'me, bhikkhave, niruttipathā <b>adhivacanapathā</b> paññattipathā asaṅkiṇṇā asaṅkiṇṇapubbā, na saṅkīyanti, na saṅkīyissanti, appaṭikuṭṭhā samaṇehi brāhmaṇehi viññūhi.	tayo'me, bhikkhave, niruttipathā <b>adhivacanapathā</b> paññattipathā asaṅkiṇṇā asaṅkiṇṇapubbā, na saṅkīyanti, na saṅkīyissanti, appaṭikuṭṭhā samaṇehi brāhmaṇehi viññūhi. katame tayo?
kharānaṃ kaṭukānaṃ asātānaṃ amanāpānaṃ pāṇaharānaṃ <b>adhivāsaka</b>jātiko hoti.	uppannānaṃ sārīrikānaṃ vedanānaṃ dukkhānaṃ tibbānaṃ kharānaṃ kaṭukānaṃ asātānaṃ amanāpānaṃ pāṇaharānaṃ <b>adhivāsaka</b>jātikā bhavissāmā'ti
kharānaṃ kaṭukānaṃ asātānaṃ amanāpānaṃ pāṇaharānaṃ <b>adhivāsakajātiko</b> hoti.	uppannānaṃ sārīrikānaṃ vedanānaṃ dukkhānaṃ tibbānaṃ kharānaṃ kaṭukānaṃ asātānaṃ amanāpānaṃ pāṇaharānaṃ <b>adhivāsakajātikā</b> bhavissāmā'ti
atthi āsavā <b>adhivāsanā</b> pahātabbā – duruttānaṃ durāgatānaṃ vacanapathānaṃ, uppannānaṃ sārīrikānaṃ vedanānaṃ dukkhānaṃ tibbānaṃ	katame ca, bhikkhave, āsavā <b>adhivāsanā</b> pahātabbā? idha, bhikkhave, bhikkhu paṭisaṅkhā yoniso khamo hoti sītassa uṇhassa, jighacchāya pipāsāya
yañ'hi'ssa, bhikkhave, anadhivāsayato uppajjeyyuṃ āsavā vighātapariḷāhā, <b>adhivāsayato</b> evaṃsa te āsavā vighātapariḷāhā na honti.	yañ'hi'ssa, bhikkhave, <b>anadhivāsayato</b> uppajjeyyuṃ āsavā vighātapariḷāhā, adhivāsayato evaṃsa te āsavā vighātapariḷāhā na honti
tam'enaṃ gahapati vā gahapatiputto vā upasaṅkamitvā svātanāya bhattena nimanteti. ākaṅkhamāno, jīvaka, bhikkhu <b>adhivāseti</b>.	<b>adhivāsetu</b> ca me bhavaṃ gotamo svātanāya bhattaṃ saddhiṃ bhikkhusaṅghenā'ti. adhivāsesi bhagavā tuṇhībhāvena.
tañ'ce bhikkhu <b>adhivāseti</b> nappajahati na vinodeti na byantīkaroti na anabhāvaṃ gameti	bhusā sudaṃ bhagavato vedanā vattanti sārīrikā vedanā dukkhā tibbā kharā kaṭukā asātā amanāpā, tā sudaṃ bhagavā sato sampajāno <b>adhivāseti</b> avihaññamāno.
sādhu kira, bhante, āyasmā ānando yena bhikkhun'upassayo yena sā bhikkhunī ten'upasaṅkamatu anukampaṃ upādāyā'ti. <b>adhivāsesi</b> kho āyasmā ānando tuṇhībhāvena.	sādhu kira, bhante, āyasmā ānando yena bhikkhun'upassayo yena sā bhikkhunī ten'upasaṅkamatu anukampaṃ upādāyā'ti. <b>adhivāsesi</b> kho āyasmā ānando tuṇhībhāvena.
seyyathā'pi puriso dāso assa anatt'ādhīno par'<b>ādhīno</b> na yenakāmaṃgamo. so aparena samayena tamhā dāsabyā mucceyya	seyyathā'pi bhikkhave puriso dāso assa anatta-<b>adhīno</b> parādhīno na yenakāmaṃgamo
tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ, <b>adhun'āgatavadhukāsamena</b> cetasā viharissāmā'ti. evañ'hi vo, bhikkhave, sikkhitabban'ti.	tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ, <b>adhun'āgatavadhukāsamena</b> cetasā viharissāmā'ti. evañ'hi vo, bhikkhave, sikkhitabban'ti.
yaṃ ajjhattaṃ paccattaṃ vāyo vāyogataṃ upādinnaṃ, seyyath'idaṃ, uddhaṅ'gamā vātā, <b>adhogamā</b> vātā, kucchisayā vātā, koṭṭh'āsayā vātā, aṅgam'aṅg'ānusārino vātā, assāso passāso	yaṃ ajjhattaṃ paccattaṃ vāyo vāyogataṃ upādinnaṃ, seyyath'idaṃ, uddhaṅ'gamā vātā, <b>adhogamā</b> vātā, kucchisayā vātā, koṭṭh'āsayā vātā, aṅgam'aṅg'ānusārino vātā, assāso passāso … ayaṃ vuccati, rāhula, ajjhattikā vāyodhātu.
seyyathā'pi puriso sappikumbhaṃ vā telakumbhaṃ vā gambhīraṃ udakarahadaṃ ogāhitvā bhindeyya. tatra yā assa sakkharā vā kaṭhalā vā sā <b>adhogāmī</b> assa	tatra y'āssa sakkharā vā kaṭhalā vā sā <b>adhogāmī</b> assa, yañ'ca khv'assa tatra sappi vā telaṃ vā taṃ uddhaṃ gāmi assa.
yo pana bhikkhu bhikkhuniyā saddhiṃ saṃvidhāya ekaṃ nāvaṃ abhiruheyya uddhaṃgāminiṃ vā <b>adhogāminiṃ</b> vā, aññatra tiriyaṃ taraṇāya, pācittiyaṃ.	yo pana bhikkhu bhikkhuniyā saddhiṃ saṃvidhāya ekaṃ nāvaṃ abhiruheyya uddhaṃgāminiṃ vā <b>adhogāminiṃ</b> vā aññatra tiriyaṃ taraṇāya, pācittiyaṃ.
yena ca asitapītakhāyitasāyitaṃ <b>adhobhāgaṃ</b> nikkhamati … ayaṃ vuccati, rāhula, ajjhattikā ākāsadhātu.	yaṃ ajjhattaṃ paccattaṃ ākāsaṃ ākāsagataṃ upādinnaṃ, seyyath'idaṃ … yena ca asitapītakhāyitasāyitaṃ <b>adhobhāgaṃ</b> nikkhamati … ayaṃ vuccati, rāhula, ajjhattikā ākāsadhātu.
evaṃ vutte, uttaro māṇavo pārāsiviy'antevāsī tuṇhībhūto maṅkubhūto pattakkhandho <b>adhomukho</b> pajjhāyanto appaṭibhāno nisīdi.	evaṃ vutte, uttaro māṇavo pārāsiviy'antevāsī tuṇhībhūto maṅkubhūto pattakkhandho <b>adhomukho</b> pajjhāyanto appaṭibhāno nisīdi.
upayo hi dhammesu upeti vādaṃ, anūpayaṃ kena kathaṃ vadeyya,<br/>attā nirattā na hi tassa atthi, <b>adhosi</b> so diṭṭhim'idh'eva sabban'ti.	upayo hi dhammesu upeti vādaṃ,<br/>anūpayaṃ kena kathaṃ vadeyya,<br/>attā nirattā na hi tassa atthi,<br/><b>adhosi</b> so diṭṭhim'idh'eva sabban'ti.
tassa so bhisakko sallakatto bhesajjaṃ kareyya, uddhaṃvirecanaṃ <b>adhovirecanaṃ</b> añjanaṃ paccañjanaṃ natthukammaṃ. so taṃ bhesajjaṃ āgamma cakkhūni uppādeyya, cakkhūni visodheyya.	tassa so bhisakko sallakatto bhesajjaṃ kareyya, uddhaṃvirecanaṃ <b>adhovirecanaṃ</b> añjanaṃ paccañjanaṃ natthukammaṃ. so taṃ bhesajjaṃ āgamma cakkhūni uppādeyya, cakkhūni visodheyya.
ayaṃ kho me kāyo uddhaṃ pādatalā <b>adho</b> kesamatthakā tacapariyanto pūro nānappakārassa asucino	dasa'y'imāni, bhikkhave, kasiṇ'āyatanāni. katamāni dasa? pathavīkasiṇam'eko sañjānāti uddhaṃ <b>adho</b> tiriyaṃ advayaṃ appamāṇaṃ.
yo pana bhikkhu bhikkhuniyā saddhiṃ saṃvidhāya ekaṃ nāvaṃ abhiruheyya uddhaṃgāminiṃ vā <b>adho</b>gāminiṃ vā, aññatra tiriyaṃ taraṇāya, pācittiyaṃ.	tam'enaṃ mahā janakāyo saṅgamma samāgamma āyāceyya thomeyya pañjaliko anuparisakkeyya, osīda, bho sappitela, saṃsīda, bho sappitela, <b>adho</b> gaccha, bho sappitelā'ti.
chandajāto <b>anakkhāte</b>, manasā ca phuṭo siyā,<br/>kāmesu ca appaṭibaddhacitto, uddhaṃsoto'ti vuccati.	chandajāto <b>anakkhāte</b>,<br/>manasā ca phuṭo siyā,<br/>kāmesu ca appaṭibaddhacitto,<br/>uddhaṃsoto'ti vuccati.
etad'eva kho pana mayaṃ bhoto gotamassa ārocetu'kāmā. atha ca pana bhavaṃ gotamo <b>anakkhātaṃ</b>'y'eva akkhāsī'ti.	taṃ t'āhaṃ, bhikkhu, evaṃ vadāmi, iṅgha tvaṃ, mārisa, app'ossukko diṭṭhadhammasukhavihāram'anuyutto viharassu, <b>anakkhātaṃ</b> kusalañ'hi, mārisa, mā paraṃ ovadāhī'ti.
yass'atthāya kulaputtā samma'd'eva agārasmā <b>anagāriyaṃ</b> pabbajanti	atha kho bho mahāgovindo brāhmaṇo tassa satt'āhassa accayena kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā <b>anagāriyaṃ</b> pabbaji
niṭṭhaṅ'gato asantāsī, vītataṇho <b>anaṅgaṇo</b>, <br/>acchindi bhavasallāni, antimo'yaṃ samussayo.	yo appaduṭṭhassa narassa dussati,<br/>suddhassa posassa <b>anaṅgaṇassa</b>,<br/>tam'eva bālaṃ pacceti pāpaṃ,<br/>sukhumo rajo paṭivātaṃ'va khitto.
apissu maṃ, bhikkhave, imā <b>anacchariyā</b> gāthāyo paṭibhaṃsu pubbe assutapubbā	apissu maṃ, bhikkhave, imā <b>anacchariyā</b> gāthāyo paṭibhaṃsu pubbe assutapubbā
